trial_id,molecule,indication,phase,status,sponsor,country
CT-043635,MOLX,Migraine,Phase I,Completed,ABC Pharma,EU
CT-043636,MOLD1,Psoriasis,Phase III,Suspended,Sunrise Therapeutics,Australia
CT-043637,MOLR2,Heart Failure,Phase III,Suspended,MedLife Corp,Canada
CT-043638,MOLBC1,Type 2 Diabetes,Phase IV,Recruiting,ABC Pharma,Japan
CT-043639,MOLH3,Asthma,Phase II,Completed,Sunrise Therapeutics,Global
CT-043640,MOLIBD3,Migraine,Phase III,Terminated,ABC Pharma,Global
CT-043641,MOLRA2,Heart Failure,Phase III,Completed,GlobalBio,India
CT-043642,MOLHF2,Inflammatory Bowel Disease,Phase III,Terminated,XYZ Pharma,EU
CT-043643,MOLP1,Hypertension,Phase IV,Terminated,GlobalBio,Canada
CT-043644,MOL1,COPD,Phase III,Completed,NovaCure,Canada
CT-043645,MOLH3,Osteoporosis,Phase III,Active,PrimeCare,Brazil
CT-043646,MOLC,Migraine,Phase IV,Suspended,GlobalBio,Brazil
CT-043647,MOLRA2,Rheumatoid Arthritis,Phase III,Completed,MedLife Corp,US
CT-043648,MOLH2,Psoriasis,Phase II,Suspended,OncoGenix,Australia
CT-043649,MOLO1,Asthma,Phase I,Terminated,Sunrise Therapeutics,EU
CT-043650,MOLHF3,Hypertension,Phase III,Suspended,Sunrise Therapeutics,India
CT-043651,MOLHF3,Hypertension,Phase I,Completed,Sunrise Therapeutics,China
CT-043652,MOLBC2,Psoriasis,Phase I,Recruiting,OncoGenix,Australia
CT-043653,MOLX,Asthma,Phase I,Active,NovaCure,Canada
CT-043654,MOLRA2,Breast Cancer,Phase III,Completed,ABC Pharma,India
CT-043655,MOLHF3,Type 2 Diabetes,Phase IV,Terminated,PrimeCare,Global
CT-043656,MOLP2,Lung Cancer,Phase IV,Recruiting,Sunrise Therapeutics,China
CT-043657,MOLO1,Lung Cancer,Phase I,Completed,NovaCure,Australia
CT-043658,MOLRA1,Lung Cancer,Phase II,Completed,XYZ Pharma,Australia
CT-043659,MOLR1,Rheumatoid Arthritis,Phase III,Active,ABC Pharma,Japan
CT-043660,MOLHF2,Psoriasis,Phase I,Terminated,GlobalBio,Japan
CT-043661,MOLA,Inflammatory Bowel Disease,Phase I,Suspended,PrimeCare,India
CT-043662,MOLCKD1,Migraine,Phase I,Active,MedLife Corp,Canada
CT-043663,MOLIBD2,Asthma,Phase II,Terminated,NovaCure,Australia
CT-043664,MOLCKD3,Asthma,Phase II,Completed,ABC Pharma,China
CT-043665,MOLIBD1,Depression,Phase II,Active,MedLife Corp,India
CT-043666,MOLHF1,Chronic Kidney Disease,Phase III,Terminated,Sunrise Therapeutics,Brazil
CT-043667,MOLP2,Heart Failure,Phase IV,Completed,OncoGenix,Canada
CT-043668,MOLRA2,Psoriasis,Phase IV,Active,Sunrise Therapeutics,US
CT-043669,MOLC,Migraine,Phase IV,Suspended,GlobalBio,Japan
CT-043670,MOLR2,Heart Failure,Phase III,Terminated,GlobalBio,Japan
CT-043671,MOLM1,Heart Failure,Phase I,Recruiting,GlobalBio,US
CT-043672,MOLA,Respiratory,Phase III,Active,MedLife Corp,Global
CT-043673,MOL2,Breast Cancer,Phase III,Recruiting,MedLife Corp,Australia
CT-043674,MOLO2,Inflammatory Bowel Disease,Phase I,Completed,OncoGenix,India
CT-043675,MOLLC3,Hypertension,Phase II,Active,Sunrise Therapeutics,Global
CT-043676,MOLLC3,Migraine,Phase III,Suspended,XYZ Pharma,Canada
CT-043677,MOLRA3,Heart Failure,Phase IV,Terminated,Sunrise Therapeutics,Brazil
CT-043678,MOLDEP2,Psoriasis,Phase III,Active,PrimeCare,EU
CT-043679,MOLDEP2,COPD,Phase I,Terminated,MedLife Corp,US
CT-043680,MOLA,Rheumatoid Arthritis,Phase IV,Active,PrimeCare,Global
CT-043681,MOLA,Rheumatoid Arthritis,Phase II,Recruiting,PrimeCare,Brazil
CT-043682,MOLM2,Breast Cancer,Phase IV,Active,GlobalBio,EU
CT-043683,MOLBC1,Migraine,Phase IV,Suspended,GlobalBio,India
CT-043684,MOLD1,Migraine,Phase I,Recruiting,PrimeCare,China
CT-043685,MOLBC2,Rheumatoid Arthritis,Phase I,Recruiting,ABC Pharma,Brazil
CT-043686,MOLRA2,Lung Cancer,Phase I,Recruiting,NovaCure,Japan
CT-043687,MOLBC1,Osteoporosis,Phase II,Completed,GlobalBio,US
CT-043688,MOLH2,Chronic Kidney Disease,Phase IV,Suspended,MedLife Corp,Brazil
CT-043689,MOLRA2,Migraine,Phase IV,Terminated,ABC Pharma,Brazil
CT-043690,MOLO3,Hypertension,Phase II,Suspended,ABC Pharma,Brazil
CT-043691,MOL1,Asthma,Phase I,Terminated,OncoGenix,Brazil
CT-043692,MOLLC1,Asthma,Phase III,Recruiting,NovaCure,EU
CT-043693,MOLIBD2,Psoriasis,Phase III,Recruiting,OncoGenix,US
CT-043694,MOLD2,Asthma,Phase III,Suspended,OncoGenix,Japan
CT-043695,MOLHF3,Chronic Kidney Disease,Phase III,Suspended,Sunrise Therapeutics,Australia
CT-043696,MOLIBD3,COPD,Phase I,Terminated,OncoGenix,China
CT-043697,MOLLC1,Rheumatoid Arthritis,Phase I,Active,OncoGenix,US
CT-043698,MOLIBD1,Breast Cancer,Phase IV,Completed,OncoGenix,Global
CT-043699,MOLX,Depression,Phase III,Terminated,ABC Pharma,Global
CT-043700,MOLM3,Respiratory,Phase III,Suspended,XYZ Pharma,Japan
CT-043701,MOLO1,Asthma,Phase I,Recruiting,MedLife Corp,India
CT-043702,MOLBC1,Osteoporosis,Phase II,Terminated,ABC Pharma,Japan
CT-043703,MOLO1,Chronic Kidney Disease,Phase I,Recruiting,NovaCure,India
CT-043704,MOLX,Hypertension,Phase I,Terminated,NovaCure,China
CT-043705,MOLRA1,Asthma,Phase I,Suspended,NovaCure,Global
CT-043706,MOLR1,Chronic Kidney Disease,Phase IV,Recruiting,OncoGenix,US
CT-043707,MOLA,Type 2 Diabetes,Phase IV,Completed,OncoGenix,Japan
CT-043708,MOLP2,Inflammatory Bowel Disease,Phase II,Suspended,GlobalBio,US
CT-043709,MOLH2,Psoriasis,Phase II,Terminated,MedLife Corp,EU
CT-043710,MOLCKD1,Lung Cancer,Phase I,Terminated,NovaCure,India
CT-043711,MOLD1,Psoriasis,Phase II,Suspended,XYZ Pharma,EU
CT-043712,MOLHF2,Inflammatory Bowel Disease,Phase IV,Active,Sunrise Therapeutics,US
CT-043713,MOLR1,COPD,Phase IV,Recruiting,ABC Pharma,Global
CT-043714,MOLDEP2,Inflammatory Bowel Disease,Phase II,Terminated,GlobalBio,Canada
CT-043715,MOLH1,Type 2 Diabetes,Phase II,Suspended,XYZ Pharma,Global
CT-043716,MOLC,Inflammatory Bowel Disease,Phase II,Completed,Sunrise Therapeutics,Australia
CT-043717,MOL1,Type 2 Diabetes,Phase IV,Active,OncoGenix,EU
CT-043718,MOLR1,Inflammatory Bowel Disease,Phase II,Recruiting,ABC Pharma,Japan
CT-043719,MOLP3,Migraine,Phase II,Recruiting,GlobalBio,Global
CT-043720,MOLCKD3,Type 2 Diabetes,Phase I,Terminated,PrimeCare,EU
CT-043721,MOLLC3,Lung Cancer,Phase II,Recruiting,Sunrise Therapeutics,US
CT-043722,MOLIBD2,Breast Cancer,Phase III,Active,NovaCure,India
CT-043723,MOLA,Breast Cancer,Phase II,Recruiting,OncoGenix,Australia
CT-043724,MOLR1,Heart Failure,Phase I,Suspended,GlobalBio,US
CT-043725,MOLP3,Asthma,Phase III,Completed,MedLife Corp,Brazil
CT-043726,MOLBC2,Breast Cancer,Phase III,Active,Sunrise Therapeutics,Brazil
CT-043727,MOLDEP1,Respiratory,Phase I,Active,OncoGenix,EU
CT-043728,MOLBC1,Inflammatory Bowel Disease,Phase I,Suspended,NovaCure,India
CT-043729,MOLRA1,Depression,Phase I,Suspended,PrimeCare,Australia
CT-043730,MOLH3,Hypertension,Phase II,Completed,GlobalBio,Brazil
CT-043731,MOLRA2,Inflammatory Bowel Disease,Phase II,Recruiting,XYZ Pharma,US
CT-043732,MOLP1,Osteoporosis,Phase IV,Terminated,Sunrise Therapeutics,Brazil
CT-043733,MOLLC3,Osteoporosis,Phase II,Suspended,XYZ Pharma,US
CT-043734,MOLDEP2,Lung Cancer,Phase I,Completed,OncoGenix,Brazil
CT-043735,MOLRA1,Hypertension,Phase II,Suspended,ABC Pharma,Canada
CT-043736,MOLM2,Respiratory,Phase IV,Terminated,PrimeCare,India
CT-043737,MOLH2,COPD,Phase III,Completed,Sunrise Therapeutics,India
CT-043738,MOLR1,Chronic Kidney Disease,Phase II,Terminated,OncoGenix,Brazil
CT-043739,MOLX,Osteoporosis,Phase III,Terminated,MedLife Corp,Japan
CT-043740,MOLIBD1,Chronic Kidney Disease,Phase IV,Active,PrimeCare,India
CT-043741,MOLR1,Asthma,Phase III,Recruiting,NovaCure,Japan
CT-043742,MOLD3,Inflammatory Bowel Disease,Phase I,Suspended,GlobalBio,Brazil
CT-043743,MOLRA2,Respiratory,Phase IV,Active,OncoGenix,Brazil
CT-043744,MOLRA2,Osteoporosis,Phase III,Completed,Sunrise Therapeutics,India
CT-043745,MOLDEP2,Osteoporosis,Phase II,Terminated,NovaCure,Brazil
CT-043746,MOLBC3,Migraine,Phase I,Completed,Sunrise Therapeutics,Japan
CT-043747,MOLO3,Asthma,Phase III,Suspended,OncoGenix,Global
CT-043748,MOLR3,Breast Cancer,Phase III,Completed,OncoGenix,Australia
CT-043749,MOLHF3,Chronic Kidney Disease,Phase III,Active,GlobalBio,Canada
CT-043750,MOLD3,Breast Cancer,Phase III,Completed,ABC Pharma,EU
CT-043751,MOLHF1,Type 2 Diabetes,Phase III,Terminated,XYZ Pharma,Brazil
CT-043752,MOLD2,Osteoporosis,Phase II,Active,Sunrise Therapeutics,China
CT-043753,MOLIBD3,Migraine,Phase II,Active,Sunrise Therapeutics,US
CT-043754,MOLR1,Migraine,Phase I,Suspended,XYZ Pharma,Global
CT-043755,MOLLC2,Lung Cancer,Phase III,Suspended,PrimeCare,Canada
CT-043756,MOLCKD1,Respiratory,Phase I,Completed,NovaCure,EU
CT-043757,MOLBC1,Inflammatory Bowel Disease,Phase I,Suspended,ABC Pharma,US
CT-043758,MOLR2,Depression,Phase II,Suspended,Sunrise Therapeutics,India
CT-043759,MOLDEP2,Breast Cancer,Phase II,Active,XYZ Pharma,Brazil
CT-043760,MOLA,Depression,Phase III,Completed,XYZ Pharma,Japan
CT-043761,MOLIBD3,Asthma,Phase I,Completed,Sunrise Therapeutics,Global
CT-043762,MOLHF3,Depression,Phase II,Active,OncoGenix,EU
CT-043763,MOL1,Lung Cancer,Phase II,Suspended,GlobalBio,US
CT-043764,MOLH3,Lung Cancer,Phase II,Completed,MedLife Corp,Japan
CT-043765,MOLA,Depression,Phase III,Recruiting,XYZ Pharma,India
CT-043766,MOLBC2,Chronic Kidney Disease,Phase I,Terminated,MedLife Corp,EU
CT-043767,MOLM1,Osteoporosis,Phase I,Terminated,ABC Pharma,US
CT-043768,MOLH3,Type 2 Diabetes,Phase IV,Recruiting,MedLife Corp,Japan
CT-043769,MOLA,Osteoporosis,Phase IV,Active,GlobalBio,China
CT-043770,MOLO1,Lung Cancer,Phase I,Completed,ABC Pharma,China
CT-043771,MOLLC1,Psoriasis,Phase II,Completed,MedLife Corp,Australia
CT-043772,MOLC,COPD,Phase I,Active,OncoGenix,Japan
CT-043773,MOLDEP3,Depression,Phase III,Completed,MedLife Corp,EU
CT-043774,MOLBC3,COPD,Phase I,Active,OncoGenix,Canada
CT-043775,MOLM2,Chronic Kidney Disease,Phase II,Active,NovaCure,US
CT-043776,MOLP3,Migraine,Phase III,Suspended,Sunrise Therapeutics,Brazil
CT-043777,MOLO1,Asthma,Phase III,Terminated,ABC Pharma,EU
CT-043778,MOLC,COPD,Phase II,Active,XYZ Pharma,Global
CT-043779,MOLM2,Asthma,Phase II,Terminated,Sunrise Therapeutics,Canada
CT-043780,MOLHF2,Chronic Kidney Disease,Phase IV,Terminated,XYZ Pharma,Brazil
CT-043781,MOL1,Rheumatoid Arthritis,Phase I,Terminated,Sunrise Therapeutics,Canada
CT-043782,MOLO2,Type 2 Diabetes,Phase II,Terminated,GlobalBio,EU
CT-043783,MOLIBD2,Migraine,Phase II,Active,MedLife Corp,India
CT-043784,MOLH2,Depression,Phase II,Active,GlobalBio,EU
CT-043785,MOLRA3,Chronic Kidney Disease,Phase III,Recruiting,PrimeCare,Brazil
CT-043786,MOLRA3,Hypertension,Phase II,Completed,OncoGenix,Global
CT-043787,MOLP3,Type 2 Diabetes,Phase III,Completed,PrimeCare,Australia
CT-043788,MOLCKD3,Depression,Phase II,Terminated,MedLife Corp,Canada
CT-043789,MOLCKD1,Inflammatory Bowel Disease,Phase II,Recruiting,Sunrise Therapeutics,EU
CT-043790,MOLDEP3,COPD,Phase IV,Recruiting,MedLife Corp,Australia
CT-043791,MOL2,Osteoporosis,Phase I,Terminated,GlobalBio,EU
CT-043792,MOLR2,Breast Cancer,Phase IV,Suspended,PrimeCare,Japan
CT-043793,MOLHF1,Heart Failure,Phase III,Suspended,OncoGenix,India
CT-043794,MOLM2,Migraine,Phase II,Active,ABC Pharma,Japan
CT-043795,MOLP2,Rheumatoid Arthritis,Phase II,Active,PrimeCare,Australia
CT-043796,MOLCKD2,Osteoporosis,Phase II,Suspended,PrimeCare,Japan
CT-043797,MOLR1,Hypertension,Phase II,Suspended,MedLife Corp,EU
CT-043798,MOLCKD1,Rheumatoid Arthritis,Phase III,Recruiting,ABC Pharma,Brazil
CT-043799,MOLCKD3,Psoriasis,Phase II,Terminated,GlobalBio,US
CT-043800,MOLBC3,Psoriasis,Phase III,Recruiting,ABC Pharma,US
CT-043801,MOLP2,Rheumatoid Arthritis,Phase I,Active,NovaCure,US
CT-043802,MOLM2,Lung Cancer,Phase IV,Suspended,PrimeCare,US
CT-043803,MOLBC3,Type 2 Diabetes,Phase I,Terminated,Sunrise Therapeutics,US
CT-043804,MOLDEP2,Hypertension,Phase I,Terminated,MedLife Corp,Japan
CT-043805,MOLY,Inflammatory Bowel Disease,Phase I,Completed,GlobalBio,Australia
CT-043806,MOLO2,Rheumatoid Arthritis,Phase IV,Active,PrimeCare,Canada
CT-043807,MOLCKD2,Type 2 Diabetes,Phase IV,Terminated,PrimeCare,Global
CT-043808,MOLIBD1,Migraine,Phase IV,Active,GlobalBio,India
CT-043809,MOLCKD3,Asthma,Phase I,Active,XYZ Pharma,EU
CT-043810,MOLH1,Osteoporosis,Phase II,Recruiting,GlobalBio,Japan
CT-043811,MOLH3,Respiratory,Phase IV,Completed,GlobalBio,Canada
CT-043812,MOLIBD3,Chronic Kidney Disease,Phase I,Active,PrimeCare,Japan
CT-043813,MOLDEP1,Depression,Phase IV,Terminated,OncoGenix,Canada
CT-043814,MOLIBD2,Depression,Phase IV,Suspended,NovaCure,Australia
CT-043815,MOLDEP2,Lung Cancer,Phase III,Terminated,PrimeCare,Brazil
CT-043816,MOLDEP2,Hypertension,Phase IV,Active,PrimeCare,Japan
CT-043817,MOLBC3,Migraine,Phase II,Active,MedLife Corp,Brazil
CT-043818,MOL2,Psoriasis,Phase IV,Suspended,PrimeCare,Canada
CT-043819,MOLM1,Lung Cancer,Phase IV,Terminated,Sunrise Therapeutics,Global
CT-043820,MOLX,Chronic Kidney Disease,Phase III,Suspended,OncoGenix,Australia
CT-043821,MOLHF3,COPD,Phase III,Recruiting,MedLife Corp,Australia
CT-043822,MOLHF3,Inflammatory Bowel Disease,Phase II,Active,GlobalBio,Japan
CT-043823,MOLRA2,Migraine,Phase IV,Active,NovaCure,India
CT-043824,MOLH2,Migraine,Phase II,Active,MedLife Corp,Australia
CT-043825,MOLCKD3,Osteoporosis,Phase I,Suspended,NovaCure,Japan
CT-043826,MOL1,Depression,Phase I,Completed,PrimeCare,Japan
CT-043827,MOL2,Type 2 Diabetes,Phase III,Suspended,PrimeCare,EU
CT-043828,MOLHF3,Rheumatoid Arthritis,Phase II,Active,GlobalBio,Japan
CT-043829,MOLM3,Heart Failure,Phase II,Suspended,MedLife Corp,Brazil
CT-043830,MOLCKD1,Hypertension,Phase III,Suspended,OncoGenix,Japan
CT-043831,MOLRA3,Lung Cancer,Phase I,Completed,OncoGenix,Brazil
CT-043832,MOLR3,Hypertension,Phase II,Active,OncoGenix,Brazil
CT-043833,MOLRA1,Rheumatoid Arthritis,Phase I,Terminated,PrimeCare,Global
CT-043834,MOLCKD2,Osteoporosis,Phase III,Recruiting,GlobalBio,China
CT-043835,MOLD1,Osteoporosis,Phase I,Suspended,XYZ Pharma,Canada
CT-043836,MOLBC1,Respiratory,Phase IV,Terminated,MedLife Corp,China
CT-043837,MOLDEP3,Respiratory,Phase III,Terminated,XYZ Pharma,India
CT-043838,MOLHF3,Osteoporosis,Phase II,Suspended,ABC Pharma,Japan
CT-043839,MOLP1,Heart Failure,Phase IV,Active,MedLife Corp,EU
CT-043840,MOLR2,Chronic Kidney Disease,Phase IV,Recruiting,GlobalBio,Global
CT-043841,MOLH2,Respiratory,Phase IV,Active,ABC Pharma,Brazil
CT-043842,MOLBC1,Type 2 Diabetes,Phase III,Suspended,NovaCure,Japan
CT-043843,MOLD3,Respiratory,Phase I,Suspended,NovaCure,EU
CT-043844,MOLHF1,Migraine,Phase II,Recruiting,MedLife Corp,Australia
CT-043845,MOLY,Rheumatoid Arthritis,Phase IV,Completed,PrimeCare,China
CT-043846,MOLD3,Lung Cancer,Phase II,Completed,MedLife Corp,Canada
CT-043847,MOLA,COPD,Phase I,Recruiting,PrimeCare,Australia
CT-043848,MOLR1,Depression,Phase IV,Active,NovaCure,Canada
CT-043849,MOL1,Breast Cancer,Phase IV,Recruiting,OncoGenix,Canada
CT-043850,MOLH1,Respiratory,Phase III,Recruiting,XYZ Pharma,India
CT-043851,MOLLC1,Lung Cancer,Phase IV,Suspended,ABC Pharma,China
CT-043852,MOLRA2,Type 2 Diabetes,Phase I,Suspended,GlobalBio,Japan
CT-043853,MOLBC3,Breast Cancer,Phase II,Active,NovaCure,Canada
CT-043854,MOLO1,Breast Cancer,Phase II,Suspended,PrimeCare,Global
CT-043855,MOLM3,Rheumatoid Arthritis,Phase IV,Recruiting,XYZ Pharma,Japan
CT-043856,MOLBC2,Depression,Phase I,Suspended,Sunrise Therapeutics,Australia
CT-043857,MOLR2,Heart Failure,Phase III,Terminated,ABC Pharma,Global
CT-043858,MOLP2,Migraine,Phase IV,Terminated,Sunrise Therapeutics,Japan
CT-043859,MOLRA3,Depression,Phase II,Terminated,MedLife Corp,Canada
CT-043860,MOLH2,Chronic Kidney Disease,Phase IV,Active,GlobalBio,Australia
CT-043861,MOLIBD1,Psoriasis,Phase I,Completed,XYZ Pharma,China
CT-043862,MOLM2,Heart Failure,Phase II,Completed,NovaCure,EU
CT-043863,MOLO1,Lung Cancer,Phase III,Recruiting,NovaCure,EU
CT-043864,MOLIBD1,COPD,Phase I,Suspended,OncoGenix,Brazil
CT-043865,MOLDEP2,Osteoporosis,Phase III,Terminated,Sunrise Therapeutics,India
CT-043866,MOLLC3,Asthma,Phase III,Active,GlobalBio,EU
CT-043867,MOLHF2,Respiratory,Phase III,Terminated,XYZ Pharma,Canada
CT-043868,MOLHF3,Migraine,Phase III,Active,ABC Pharma,Global
CT-043869,MOLX,Asthma,Phase II,Recruiting,Sunrise Therapeutics,India
CT-043870,MOLY,Asthma,Phase III,Terminated,PrimeCare,Australia
CT-043871,MOLBC3,Hypertension,Phase II,Active,MedLife Corp,Brazil
CT-043872,MOLIBD1,Migraine,Phase I,Terminated,XYZ Pharma,Canada
CT-043873,MOLA,Migraine,Phase II,Completed,XYZ Pharma,EU
CT-043874,MOLP3,Heart Failure,Phase III,Completed,PrimeCare,US
CT-043875,MOLM2,Heart Failure,Phase IV,Suspended,PrimeCare,EU
CT-043876,MOLHF3,Breast Cancer,Phase IV,Suspended,NovaCure,Brazil
CT-043877,MOLLC2,Lung Cancer,Phase IV,Terminated,ABC Pharma,Canada
CT-043878,MOLM3,Depression,Phase II,Suspended,Sunrise Therapeutics,US
CT-043879,MOLRA1,Chronic Kidney Disease,Phase I,Active,MedLife Corp,EU
CT-043880,MOLA,Osteoporosis,Phase IV,Terminated,OncoGenix,Global
CT-043881,MOLM3,Chronic Kidney Disease,Phase II,Active,Sunrise Therapeutics,EU
CT-043882,MOLR2,Chronic Kidney Disease,Phase III,Suspended,Sunrise Therapeutics,India
CT-043883,MOLIBD3,Lung Cancer,Phase III,Completed,OncoGenix,Brazil
CT-043884,MOLO2,Rheumatoid Arthritis,Phase IV,Terminated,MedLife Corp,Canada
CT-043885,MOLY,Hypertension,Phase IV,Active,NovaCure,Australia
CT-043886,MOLIBD3,Lung Cancer,Phase IV,Suspended,Sunrise Therapeutics,Japan
CT-043887,MOLP3,Lung Cancer,Phase IV,Terminated,OncoGenix,China
CT-043888,MOLIBD2,Rheumatoid Arthritis,Phase III,Completed,OncoGenix,Brazil
CT-043889,MOLD2,Inflammatory Bowel Disease,Phase III,Recruiting,OncoGenix,Japan
CT-043890,MOLBC3,COPD,Phase III,Suspended,GlobalBio,Australia
CT-043891,MOLLC2,Rheumatoid Arthritis,Phase I,Completed,PrimeCare,Global
CT-043892,MOLR1,COPD,Phase I,Active,NovaCure,India
CT-043893,MOLHF3,Osteoporosis,Phase I,Suspended,OncoGenix,Global
CT-043894,MOLIBD1,Rheumatoid Arthritis,Phase I,Active,NovaCure,India
CT-043895,MOLH3,COPD,Phase IV,Terminated,OncoGenix,EU
CT-043896,MOLLC3,Psoriasis,Phase II,Recruiting,Sunrise Therapeutics,Brazil
CT-043897,MOLD2,Migraine,Phase IV,Terminated,MedLife Corp,Australia
CT-043898,MOLO1,Inflammatory Bowel Disease,Phase II,Completed,ABC Pharma,India
CT-043899,MOL2,Heart Failure,Phase I,Suspended,PrimeCare,Global
CT-043900,MOLA,Type 2 Diabetes,Phase I,Active,XYZ Pharma,EU
CT-043901,MOLBC3,Respiratory,Phase II,Completed,GlobalBio,EU
CT-043902,MOLH2,Heart Failure,Phase II,Terminated,Sunrise Therapeutics,China
CT-043903,MOLM3,Migraine,Phase III,Terminated,GlobalBio,Australia
CT-043904,MOLA,Osteoporosis,Phase I,Active,GlobalBio,China
CT-043905,MOLDEP2,Rheumatoid Arthritis,Phase II,Recruiting,ABC Pharma,China
CT-043906,MOLIBD2,Osteoporosis,Phase III,Suspended,ABC Pharma,Global
CT-043907,MOLRA1,Osteoporosis,Phase I,Terminated,MedLife Corp,Japan
CT-043908,MOLR2,Rheumatoid Arthritis,Phase IV,Suspended,MedLife Corp,China
CT-043909,MOLDEP3,Chronic Kidney Disease,Phase III,Recruiting,Sunrise Therapeutics,US
CT-043910,MOLO1,Inflammatory Bowel Disease,Phase I,Completed,PrimeCare,Japan
CT-043911,MOLD3,Inflammatory Bowel Disease,Phase IV,Completed,XYZ Pharma,EU
CT-043912,MOLIBD3,Hypertension,Phase I,Recruiting,PrimeCare,India
CT-043913,MOLLC3,Migraine,Phase IV,Recruiting,GlobalBio,Global
CT-043914,MOLCKD2,Rheumatoid Arthritis,Phase III,Completed,NovaCure,China
CT-043915,MOL2,Psoriasis,Phase IV,Active,OncoGenix,US
CT-043916,MOLDEP2,Migraine,Phase IV,Terminated,PrimeCare,Japan
CT-043917,MOLO1,Depression,Phase II,Terminated,OncoGenix,Canada
CT-043918,MOLR3,Migraine,Phase III,Recruiting,MedLife Corp,Global
CT-043919,MOLH3,COPD,Phase II,Terminated,XYZ Pharma,Global
CT-043920,MOLM3,Lung Cancer,Phase I,Completed,ABC Pharma,Brazil
CT-043921,MOLIBD3,Asthma,Phase III,Recruiting,Sunrise Therapeutics,EU
CT-043922,MOLHF1,Respiratory,Phase III,Suspended,MedLife Corp,Global
CT-043923,MOLO2,Breast Cancer,Phase II,Active,Sunrise Therapeutics,Australia
CT-043924,MOLP2,Asthma,Phase II,Terminated,NovaCure,US
CT-043925,MOLBC3,COPD,Phase IV,Suspended,GlobalBio,US
CT-043926,MOLIBD1,Migraine,Phase II,Recruiting,PrimeCare,US
CT-043927,MOLH2,Osteoporosis,Phase III,Completed,OncoGenix,Japan
CT-043928,MOLP1,Lung Cancer,Phase I,Terminated,GlobalBio,EU
CT-043929,MOLD1,Depression,Phase I,Active,GlobalBio,China
CT-043930,MOLC,COPD,Phase II,Active,MedLife Corp,Global
CT-043931,MOLDEP1,Psoriasis,Phase IV,Terminated,OncoGenix,China
CT-043932,MOLRA1,Heart Failure,Phase II,Active,GlobalBio,US
CT-043933,MOLO3,Respiratory,Phase IV,Recruiting,NovaCure,China
CT-043934,MOLIBD3,Type 2 Diabetes,Phase I,Recruiting,OncoGenix,Japan
CT-043935,MOL1,Type 2 Diabetes,Phase I,Recruiting,Sunrise Therapeutics,India
CT-043936,MOLP3,COPD,Phase III,Suspended,GlobalBio,Australia
CT-043937,MOLHF3,COPD,Phase I,Recruiting,Sunrise Therapeutics,Australia
CT-043938,MOLR1,COPD,Phase IV,Completed,GlobalBio,Brazil
CT-043939,MOLO3,Migraine,Phase II,Terminated,OncoGenix,US
CT-043940,MOLLC3,Rheumatoid Arthritis,Phase II,Active,PrimeCare,India
CT-043941,MOLR1,Heart Failure,Phase I,Suspended,GlobalBio,Australia
CT-043942,MOL1,Breast Cancer,Phase III,Suspended,ABC Pharma,India
CT-043943,MOLDEP2,Breast Cancer,Phase IV,Recruiting,Sunrise Therapeutics,Global
CT-043944,MOLLC3,Type 2 Diabetes,Phase IV,Suspended,MedLife Corp,Brazil
CT-043945,MOLHF3,Psoriasis,Phase I,Recruiting,ABC Pharma,Australia
CT-043946,MOL2,Inflammatory Bowel Disease,Phase I,Active,PrimeCare,EU
CT-043947,MOLD3,Migraine,Phase II,Completed,Sunrise Therapeutics,India
CT-043948,MOLC,Breast Cancer,Phase II,Completed,XYZ Pharma,Australia
CT-043949,MOLH3,Respiratory,Phase II,Suspended,MedLife Corp,EU
CT-043950,MOLY,Psoriasis,Phase II,Active,ABC Pharma,EU
CT-043951,MOLHF2,Lung Cancer,Phase II,Active,OncoGenix,Global
CT-043952,MOLM3,Psoriasis,Phase I,Terminated,OncoGenix,EU
CT-043953,MOLM1,Lung Cancer,Phase II,Suspended,OncoGenix,Canada
CT-043954,MOLLC1,Chronic Kidney Disease,Phase II,Suspended,PrimeCare,Australia
CT-043955,MOLX,Migraine,Phase III,Completed,GlobalBio,Japan
CT-043956,MOLLC3,Chronic Kidney Disease,Phase II,Recruiting,NovaCure,US
CT-043957,MOLH3,Rheumatoid Arthritis,Phase IV,Recruiting,XYZ Pharma,EU
CT-043958,MOLR1,Lung Cancer,Phase IV,Suspended,GlobalBio,Japan
CT-043959,MOLDEP3,Type 2 Diabetes,Phase II,Suspended,PrimeCare,Canada
CT-043960,MOLP1,Depression,Phase II,Active,ABC Pharma,Canada
CT-043961,MOLCKD3,Osteoporosis,Phase III,Recruiting,MedLife Corp,US
CT-043962,MOLP1,Hypertension,Phase IV,Completed,GlobalBio,Global
CT-043963,MOL1,Heart Failure,Phase IV,Recruiting,XYZ Pharma,China
CT-043964,MOLO3,Type 2 Diabetes,Phase IV,Recruiting,ABC Pharma,Japan
CT-043965,MOL1,Migraine,Phase III,Terminated,PrimeCare,China
CT-043966,MOLIBD2,Respiratory,Phase III,Terminated,NovaCure,EU
CT-043967,MOLHF3,Asthma,Phase IV,Suspended,Sunrise Therapeutics,China
CT-043968,MOLM3,Depression,Phase IV,Active,MedLife Corp,Japan
CT-043969,MOL1,Rheumatoid Arthritis,Phase IV,Completed,ABC Pharma,Japan
