molecule,indication,country,year,sales_usd_mn,cagr_5y,competitors,patient_burden_index
MOLM2,Hypertension,US,2018,727.82,7.77,10,0.68
MOLCKD2,Asthma,US,2020,726.38,4.08,12,0.58
MOLHF1,Chronic Kidney Disease,Australia,2019,370.44,14.24,2,0.83
MOLDEP1,Heart Failure,Japan,2023,780.45,13.37,6,0.76
MOL1,Asthma,Brazil,2016,36.11,-4.21,15,0.28
MOLC,Breast Cancer,Canada,2018,465.31,19.92,11,0.29
MOLP2,Respiratory,EU,2023,772.06,-4.81,6,0.23
MOLDEP3,Osteoporosis,Global,2015,153.95,1.7,12,0.53
MOLHF3,Lung Cancer,Brazil,2017,789.82,3.95,14,0.65
MOLBC3,Psoriasis,Brazil,2021,435.73,4.59,1,0.25
MOLLC3,Migraine,India,2019,719.26,-1.32,15,0.5
MOLDEP3,Psoriasis,Global,2015,374.77,11.65,11,0.28
MOLO3,Asthma,EU,2018,469.02,4.48,2,0.82
MOLRA1,COPD,EU,2023,601.34,4.29,10,0.7
MOLM2,Chronic Kidney Disease,Global,2024,199.84,14.47,21,0.91
MOLC,Inflammatory Bowel Disease,China,2016,736.96,5.68,1,0.55
MOLA,Rheumatoid Arthritis,China,2024,427.07,11.54,9,0.27
MOLP3,Heart Failure,EU,2024,865.14,17.79,2,0.29
MOLY,Depression,China,2015,266.62,0.21,22,0.25
MOLLC1,Respiratory,Global,2024,978.26,16.32,24,0.86
MOLX,Chronic Kidney Disease,Brazil,2023,887.79,19.08,9,0.97
MOLO1,Depression,Japan,2024,683.23,9.88,2,0.75
MOLHF2,Migraine,US,2015,133.39,-3.75,14,0.81
MOLDEP1,Depression,Brazil,2023,578.48,-4.56,19,0.7
MOLBC3,Type 2 Diabetes,Australia,2019,830.7,14.58,17,0.33
MOL2,Asthma,Australia,2022,84.97,2.61,22,0.79
MOLCKD3,Lung Cancer,India,2016,518.65,5.11,5,0.49
MOLBC2,Psoriasis,Japan,2024,78.38,7.84,19,0.54
MOLO2,Heart Failure,Australia,2018,385.87,17.6,8,0.34
MOLBC1,Migraine,Japan,2016,785.65,-3.26,5,0.58
MOLP2,Inflammatory Bowel Disease,India,2023,830.96,6.94,17,0.99
MOLBC3,Type 2 Diabetes,Australia,2020,949.82,11.23,9,0.4
MOLP2,Lung Cancer,Brazil,2016,824.03,-2.79,20,0.33
MOLC,Hypertension,China,2016,542.98,9.73,18,0.83
MOLR3,Asthma,Brazil,2018,380.5,16.8,18,0.6
MOLR2,Depression,China,2020,583.46,2.26,15,0.5
MOLLC1,Osteoporosis,Australia,2021,247.99,-4.67,23,0.91
MOLH1,Inflammatory Bowel Disease,EU,2022,100.99,-0.26,13,0.44
MOLM2,COPD,Canada,2021,571.13,18.23,9,0.42
MOLRA2,COPD,Canada,2018,711.69,0.26,16,0.89
MOL2,COPD,Australia,2024,764.26,-0.55,15,0.82
MOLBC3,Inflammatory Bowel Disease,Japan,2020,407.04,16.31,4,0.38
MOLO1,Breast Cancer,Japan,2019,187.02,7.53,10,0.25
MOLCKD1,Asthma,Australia,2017,385.81,5.54,13,0.92
MOLDEP3,Asthma,Brazil,2024,684.72,-2.43,2,0.47
MOLRA1,Osteoporosis,Australia,2019,537.21,-2.12,9,0.55
MOLX,Type 2 Diabetes,US,2022,836.0,3.74,19,0.31
MOL2,Depression,China,2023,602.0,-5.0,15,0.65
MOLP3,Respiratory,Canada,2016,864.12,12.16,22,0.74
MOLBC2,Osteoporosis,EU,2021,301.76,15.25,22,0.26
MOLO3,Migraine,China,2015,781.07,19.6,12,0.74
MOLH2,Breast Cancer,US,2021,957.16,12.15,14,0.63
MOLHF1,Breast Cancer,Brazil,2015,920.54,-3.07,24,0.57
MOLCKD3,Respiratory,Japan,2020,317.25,11.36,7,0.52
MOLP1,Inflammatory Bowel Disease,Brazil,2018,693.67,8.58,8,0.81
MOLBC2,Respiratory,Australia,2022,176.85,10.46,18,0.68
MOLHF2,COPD,Australia,2022,816.04,18.14,17,0.35
MOLH1,Lung Cancer,Canada,2021,679.97,-1.69,17,0.78
MOLC,Inflammatory Bowel Disease,Canada,2021,401.16,2.56,21,0.92
MOLX,Lung Cancer,EU,2022,747.09,10.71,10,0.98
MOLY,Chronic Kidney Disease,Canada,2023,439.73,16.29,4,0.62
MOLHF3,Psoriasis,China,2023,706.68,17.28,9,0.37
MOLBC1,Rheumatoid Arthritis,China,2023,807.51,6.04,6,0.36
MOLCKD3,Type 2 Diabetes,Brazil,2018,511.97,15.17,1,0.32
MOLHF3,Breast Cancer,Japan,2017,499.66,12.46,1,0.22
MOL2,Depression,India,2020,397.25,14.79,1,0.63
MOLBC2,Rheumatoid Arthritis,US,2016,409.1,-0.91,20,0.77
MOLP3,Type 2 Diabetes,Global,2022,968.3,2.13,23,0.36
MOLR2,Chronic Kidney Disease,India,2023,559.14,4.99,20,0.22
MOLLC1,Migraine,Global,2022,364.29,11.52,8,0.21
MOLY,Heart Failure,India,2023,827.36,13.62,11,0.54
MOLCKD1,Type 2 Diabetes,Global,2023,208.9,19.26,4,0.8
MOLHF3,Type 2 Diabetes,EU,2018,256.71,8.76,23,0.23
MOLHF1,Psoriasis,EU,2024,190.23,-0.93,7,0.73
MOLO2,Psoriasis,US,2017,704.52,3.0,22,0.26
MOLDEP3,Rheumatoid Arthritis,Canada,2016,31.29,14.05,6,0.64
MOLLC1,Breast Cancer,China,2024,590.33,17.01,9,0.37
MOLRA1,Psoriasis,EU,2020,798.34,-1.54,14,0.46
MOLIBD1,Osteoporosis,Canada,2017,598.62,0.15,20,0.48
MOLIBD2,Osteoporosis,Japan,2020,585.22,19.98,6,0.52
MOLHF3,Asthma,China,2018,431.94,18.24,14,0.96
MOLC,COPD,Australia,2015,900.6,19.4,23,0.66
MOLLC3,Respiratory,Global,2021,421.39,11.51,23,0.96
MOLR3,Hypertension,Australia,2021,640.05,1.61,15,0.23
MOLR3,Inflammatory Bowel Disease,US,2018,259.55,11.63,18,0.39
MOLR1,Lung Cancer,EU,2018,770.42,4.95,11,0.53
MOLH1,Respiratory,US,2018,323.66,-1.77,2,0.85
MOLCKD1,Rheumatoid Arthritis,Australia,2024,181.41,-1.24,14,0.91
MOLH1,Chronic Kidney Disease,China,2023,147.62,17.74,3,0.46
MOLLC3,Type 2 Diabetes,Brazil,2022,512.7,12.67,2,0.84
MOLR3,Inflammatory Bowel Disease,Japan,2019,860.6,8.45,5,0.27
MOLBC3,Rheumatoid Arthritis,Australia,2016,270.9,12.27,9,0.69
MOLM2,COPD,Canada,2015,616.13,7.26,20,0.35
MOLIBD1,Lung Cancer,India,2019,811.58,15.67,15,0.42
MOLCKD3,Depression,EU,2015,859.99,15.13,19,0.8
MOLR2,Type 2 Diabetes,China,2018,97.91,4.18,17,0.89
MOLH3,Rheumatoid Arthritis,Australia,2021,934.1,18.07,11,0.85
MOLM1,Lung Cancer,US,2016,537.16,-2.21,3,0.38
MOLCKD3,Psoriasis,US,2021,33.33,-1.22,17,0.99
MOLCKD3,Inflammatory Bowel Disease,Brazil,2024,299.8,-4.37,5,0.44
MOLA,Hypertension,Canada,2016,818.75,11.22,17,0.91
MOLH1,Depression,Global,2017,24.42,11.69,14,0.54
MOLBC3,Hypertension,EU,2017,219.3,18.48,12,0.73
MOLCKD2,Osteoporosis,Australia,2018,465.38,4.44,17,0.68
MOLCKD3,Respiratory,Canada,2016,461.71,0.79,7,0.5
MOLCKD3,COPD,US,2023,88.06,-1.37,6,0.55
MOLBC2,COPD,US,2016,330.18,-4.07,11,0.77
MOLO1,Hypertension,India,2020,176.75,7.63,3,0.83
MOLDEP1,Lung Cancer,Brazil,2023,600.85,18.09,22,0.82
MOLBC3,Psoriasis,Global,2019,428.17,11.34,7,0.31
MOLD3,Inflammatory Bowel Disease,India,2024,226.03,0.77,23,0.67
MOLR3,Rheumatoid Arthritis,Australia,2017,83.15,-4.62,1,0.45
MOLD1,Asthma,US,2024,207.17,9.26,13,0.94
MOLH1,Asthma,Japan,2018,214.52,0.37,10,0.89
MOLHF1,Breast Cancer,Brazil,2024,187.33,4.57,3,0.87
MOLP2,Rheumatoid Arthritis,EU,2021,879.61,2.85,18,0.32
MOLR1,Lung Cancer,US,2021,591.29,8.05,17,0.86
MOLD2,Hypertension,Brazil,2024,54.91,-4.94,1,0.46
MOLCKD2,Psoriasis,China,2019,460.79,4.05,23,0.82
MOLR2,Migraine,Global,2024,932.2,1.22,3,0.27
MOLCKD1,Asthma,Japan,2024,472.89,1.04,10,0.42
MOLY,Lung Cancer,Global,2017,888.71,-1.6,4,0.44
MOLHF1,Inflammatory Bowel Disease,Australia,2024,403.19,-0.32,7,0.44
MOLR1,Migraine,Canada,2023,300.09,-0.26,19,0.86
MOLH3,Chronic Kidney Disease,Global,2024,962.99,16.14,7,0.98
MOLLC1,Hypertension,Canada,2016,509.76,8.39,11,0.85
MOLD2,Hypertension,US,2024,946.06,-1.47,9,0.71
MOLDEP3,COPD,China,2022,49.85,1.73,20,0.78
MOLCKD2,Hypertension,Canada,2015,638.98,8.06,18,0.78
MOLIBD3,Depression,Brazil,2016,158.4,8.92,14,0.6
MOLP2,Chronic Kidney Disease,EU,2016,996.43,-0.04,19,0.94
MOLY,Rheumatoid Arthritis,Japan,2022,274.9,-4.24,24,0.96
MOLP3,Lung Cancer,India,2017,702.24,10.52,9,0.45
MOLO3,Hypertension,India,2016,334.69,-3.39,20,0.38
MOLHF2,Osteoporosis,EU,2017,40.21,18.7,24,0.25
MOLRA2,COPD,India,2020,823.93,11.64,3,0.88
MOLLC1,Inflammatory Bowel Disease,Brazil,2023,748.75,8.26,8,0.44
MOLA,Chronic Kidney Disease,Australia,2024,209.92,10.62,20,0.88
MOLM1,Respiratory,Canada,2021,244.57,1.05,24,0.5
MOLDEP2,Migraine,India,2015,480.48,18.17,6,0.74
MOLHF1,COPD,EU,2023,549.32,7.05,7,0.77
MOLP2,Depression,India,2016,333.45,-0.39,15,0.3
MOLM1,Rheumatoid Arthritis,EU,2015,282.97,12.55,1,0.87
MOLLC1,Type 2 Diabetes,Global,2015,647.51,12.53,22,0.94
MOLR3,Osteoporosis,Canada,2017,878.65,6.4,5,0.47
MOLM2,Type 2 Diabetes,EU,2023,750.36,10.61,5,0.79
MOLLC1,Type 2 Diabetes,Japan,2015,222.52,17.67,22,0.32
MOLCKD2,Depression,China,2019,124.0,1.65,17,0.67
MOLLC3,Respiratory,India,2024,165.52,18.89,16,0.94
MOLH2,Chronic Kidney Disease,US,2019,259.06,-3.1,19,0.94
MOL1,Breast Cancer,Canada,2020,830.36,6.05,22,0.96
MOLLC1,COPD,Brazil,2018,493.76,-1.33,9,0.55
MOLDEP1,Osteoporosis,Global,2016,146.78,14.53,1,0.32
MOLCKD2,Heart Failure,EU,2015,65.73,8.62,11,0.87
MOLLC1,Heart Failure,Brazil,2018,251.38,19.81,2,0.47
MOLM3,Psoriasis,India,2021,217.67,-3.13,24,0.69
MOLIBD2,Respiratory,Global,2015,151.47,3.75,13,0.36
MOLD3,Lung Cancer,Global,2023,621.46,13.29,13,0.77
MOLBC3,Type 2 Diabetes,Canada,2015,563.64,18.26,17,0.3
MOLLC2,COPD,Canada,2018,295.47,15.15,18,0.6
MOLD3,COPD,India,2024,448.8,15.46,6,0.36
MOLHF2,Type 2 Diabetes,Brazil,2021,926.04,-2.3,22,0.45
MOLX,Psoriasis,Global,2015,589.45,-4.21,22,0.77
MOLRA2,Inflammatory Bowel Disease,Australia,2024,564.92,0.39,6,0.36
MOLLC3,COPD,EU,2024,283.89,13.92,14,0.49
MOLHF3,Hypertension,Australia,2022,374.77,6.84,15,0.73
MOLBC2,Heart Failure,Global,2016,733.08,8.83,5,0.43
MOLX,Chronic Kidney Disease,Canada,2019,907.67,18.17,17,0.27
MOLA,Lung Cancer,Japan,2017,963.3,15.41,9,0.83
MOLBC1,Osteoporosis,US,2024,250.73,2.01,6,0.76
MOLLC2,Inflammatory Bowel Disease,EU,2017,752.63,10.42,7,0.63
MOLR3,Respiratory,India,2021,204.17,18.65,16,0.85
MOLBC3,Respiratory,Brazil,2023,301.05,3.28,6,0.49
MOLCKD2,Asthma,Australia,2023,252.18,5.5,7,0.93
MOLH2,Type 2 Diabetes,India,2022,947.93,1.1,11,0.21
MOLDEP2,Inflammatory Bowel Disease,Canada,2020,331.86,12.51,2,0.75
MOLCKD2,Chronic Kidney Disease,Japan,2023,399.8,18.35,12,0.74
MOLBC3,COPD,Australia,2019,317.38,12.73,1,0.88
MOLBC1,COPD,India,2021,540.96,5.13,22,0.84
MOLCKD2,Lung Cancer,Canada,2022,733.56,2.78,11,0.41
MOLM3,Chronic Kidney Disease,Global,2018,727.01,0.36,22,0.86
MOL2,Breast Cancer,Canada,2015,620.88,4.77,14,0.26
MOLDEP2,Type 2 Diabetes,EU,2017,33.1,13.06,12,0.43
MOL2,Chronic Kidney Disease,US,2020,913.14,17.77,5,0.93
MOLCKD1,Heart Failure,India,2016,643.2,-2.03,21,0.77
MOLLC2,COPD,Japan,2015,690.36,1.47,2,0.4
MOLC,COPD,Japan,2018,741.47,5.03,15,0.48
MOLM1,Rheumatoid Arthritis,Global,2016,909.66,12.52,8,0.26
MOLH3,Chronic Kidney Disease,US,2017,723.34,-0.68,15,0.71
MOLIBD2,Lung Cancer,Canada,2015,597.86,-4.97,16,0.39
MOLR1,Hypertension,EU,2018,283.45,4.01,3,0.45
MOLRA3,Heart Failure,India,2018,838.43,-4.13,19,0.66
MOLP3,Depression,Australia,2021,702.25,6.65,9,0.87
MOLDEP1,Inflammatory Bowel Disease,Canada,2022,622.81,16.0,13,0.7
MOLH3,Psoriasis,Japan,2023,348.73,19.66,6,0.64
MOLH1,Osteoporosis,Brazil,2015,192.6,16.19,11,0.48
MOLR1,Rheumatoid Arthritis,Canada,2024,862.16,0.36,18,0.96
MOLBC3,Chronic Kidney Disease,China,2019,318.49,2.66,5,0.96
MOLHF3,Psoriasis,China,2023,945.91,12.71,3,0.98
MOLBC3,COPD,Japan,2020,688.05,15.66,24,0.44
MOLO1,Chronic Kidney Disease,Australia,2015,301.31,9.2,21,0.66
MOLBC1,Chronic Kidney Disease,Canada,2024,160.35,-4.36,6,0.43
MOLRA2,Chronic Kidney Disease,US,2017,252.51,-2.03,6,0.41
MOLR1,Depression,Brazil,2017,818.19,12.18,6,0.65
MOLD1,Chronic Kidney Disease,Global,2022,813.8,4.18,3,0.46
MOLCKD2,Lung Cancer,Brazil,2019,408.14,-1.94,10,0.57
MOLHF1,Lung Cancer,Japan,2017,165.23,-1.9,17,0.65
MOLCKD1,Chronic Kidney Disease,China,2023,154.76,16.31,9,0.47
MOLD1,Lung Cancer,Australia,2022,634.63,18.93,9,0.46
MOLM1,Asthma,Australia,2018,723.53,12.58,2,0.28
MOLO3,Respiratory,Japan,2015,555.33,5.63,14,0.42
MOLM1,Hypertension,Global,2019,409.38,7.67,7,0.72
MOLBC2,Hypertension,Japan,2019,858.23,10.39,22,0.64
MOLP3,Chronic Kidney Disease,EU,2019,582.37,-0.6,24,0.91
MOLR1,Psoriasis,Brazil,2017,283.42,2.24,11,0.98
MOLO2,Inflammatory Bowel Disease,EU,2021,749.2,1.4,1,0.22
MOLR2,Heart Failure,China,2018,932.25,4.64,23,0.37
MOLA,Lung Cancer,Global,2019,476.91,6.92,11,0.91
MOLRA1,Lung Cancer,Canada,2020,834.5,12.53,1,0.85
MOLCKD2,Asthma,US,2021,750.65,14.24,8,0.32
MOLD2,Breast Cancer,Canada,2019,364.59,2.83,24,0.48
MOLBC3,Inflammatory Bowel Disease,India,2018,690.51,9.4,11,0.72
MOLD2,Rheumatoid Arthritis,China,2015,967.36,-0.76,4,0.62
MOLH1,Depression,Brazil,2023,121.49,6.71,21,0.69
MOLLC2,Heart Failure,EU,2024,469.15,17.11,8,0.73
MOLD3,Asthma,India,2022,546.53,8.85,19,0.35
MOLBC2,Breast Cancer,China,2019,352.53,17.29,14,0.79
MOLCKD3,Psoriasis,China,2023,471.22,10.26,13,0.41
MOLHF3,Migraine,Japan,2017,955.08,1.82,18,0.76
MOLBC3,Inflammatory Bowel Disease,China,2022,394.84,1.47,13,0.79
MOLH3,Osteoporosis,India,2015,26.0,5.94,15,0.88
MOLM2,Breast Cancer,US,2015,807.44,6.34,16,0.5
MOLH2,Respiratory,Brazil,2020,813.65,-0.48,13,0.62
MOLBC1,Migraine,India,2021,568.37,11.46,12,0.37
MOL1,Psoriasis,Australia,2018,131.86,5.3,18,0.46
MOLIBD3,Respiratory,Global,2017,296.39,4.33,24,0.79
MOLCKD2,Chronic Kidney Disease,Global,2019,209.71,7.86,8,0.97
MOLM3,COPD,Japan,2023,809.83,-3.02,17,0.76
MOLM1,Depression,Global,2019,322.36,10.82,11,0.3
MOLP1,Lung Cancer,Australia,2024,149.22,2.64,22,0.26
MOLRA1,COPD,EU,2017,464.85,19.44,24,0.43
MOL1,Lung Cancer,Japan,2017,662.2,-2.17,4,0.61
MOLM1,Breast Cancer,Japan,2021,270.6,10.12,13,0.95
MOLO1,Respiratory,Australia,2019,35.08,1.14,16,0.88
MOLM2,Respiratory,Australia,2019,242.64,0.26,8,0.65
MOLR2,Rheumatoid Arthritis,India,2022,96.5,4.49,12,0.98
MOLBC1,Inflammatory Bowel Disease,Australia,2019,332.91,5.48,1,0.67
MOLM2,Lung Cancer,Japan,2021,350.26,14.41,7,0.42
MOLO1,COPD,India,2020,978.29,9.28,22,0.94
MOLBC2,Heart Failure,EU,2024,334.21,-2.4,22,0.89
MOLO2,Breast Cancer,US,2020,183.29,10.55,17,0.54
MOL2,Inflammatory Bowel Disease,Global,2018,629.9,16.9,9,0.54
MOLR1,Inflammatory Bowel Disease,Australia,2021,332.11,14.63,1,0.51
MOLDEP3,Hypertension,EU,2021,436.4,4.54,18,0.64
MOLD3,COPD,US,2017,295.14,-4.2,3,0.55
MOLHF3,Migraine,Global,2018,406.41,15.64,22,0.42
MOLBC3,Rheumatoid Arthritis,Brazil,2015,914.95,2.65,16,0.73
MOLH3,Asthma,Brazil,2016,862.51,6.56,3,0.25
MOLCKD3,COPD,Brazil,2017,470.51,3.25,23,0.69
MOLHF3,Rheumatoid Arthritis,EU,2024,515.01,3.1,12,0.7
MOLR2,Asthma,China,2023,182.83,14.59,15,0.98
MOLCKD3,Inflammatory Bowel Disease,Australia,2017,327.9,10.48,7,0.62
MOLLC3,Respiratory,India,2021,959.68,-1.86,18,0.51
MOLP1,Psoriasis,China,2015,914.5,8.17,1,0.87
MOLBC2,Breast Cancer,Japan,2023,405.84,15.86,19,0.3
MOLP2,Heart Failure,Global,2021,405.01,-4.27,16,0.33
MOLO3,Hypertension,Brazil,2015,963.34,10.65,2,0.46
MOLP2,Inflammatory Bowel Disease,EU,2020,469.45,19.57,9,0.64
MOLRA1,Breast Cancer,Japan,2022,205.65,3.86,14,0.31
MOLDEP2,Breast Cancer,Australia,2015,580.44,13.24,3,0.25
MOLO1,Asthma,Global,2021,653.09,2.98,8,0.51
MOLRA3,Asthma,Australia,2023,392.13,11.26,3,0.4
MOLCKD3,Breast Cancer,Japan,2023,31.3,-4.99,4,0.22
MOLM2,Chronic Kidney Disease,EU,2019,593.08,0.23,8,0.41
MOLIBD3,Type 2 Diabetes,Japan,2024,795.59,18.7,17,0.2
MOLLC1,Migraine,Japan,2023,638.55,8.7,3,0.53
MOLP1,Osteoporosis,Canada,2024,761.79,-3.4,19,0.97
MOLHF1,COPD,Global,2021,191.48,15.6,16,0.91
MOLM2,Lung Cancer,Canada,2019,516.62,1.26,15,0.86
MOLDEP3,Depression,Canada,2024,691.68,8.98,10,0.76
MOLBC3,Hypertension,Australia,2021,305.52,11.46,20,0.64
MOLO1,Hypertension,China,2023,789.59,18.91,14,0.6
MOLIBD2,Osteoporosis,Brazil,2024,226.08,-4.64,17,0.76
MOLD1,Rheumatoid Arthritis,Global,2015,664.46,13.36,14,0.4
MOL1,Hypertension,Global,2015,89.97,11.5,4,0.69
MOLO1,Inflammatory Bowel Disease,Japan,2017,227.17,7.61,5,0.36
MOLC,Psoriasis,India,2015,782.41,1.41,24,0.29
MOL2,Psoriasis,India,2024,493.62,-1.67,10,0.44
MOLM3,Inflammatory Bowel Disease,India,2016,354.48,19.41,17,0.65
MOLO3,Heart Failure,Canada,2024,931.17,-1.7,4,0.59
MOLCKD1,Asthma,China,2015,666.91,13.8,13,0.28
MOLDEP3,Hypertension,EU,2021,308.97,16.12,24,0.3
MOLP1,Heart Failure,US,2020,46.1,8.49,17,0.87
MOLO2,Rheumatoid Arthritis,India,2020,322.14,7.02,24,0.86
MOLP3,Inflammatory Bowel Disease,Canada,2023,271.4,-3.81,18,0.59
MOLR1,Osteoporosis,China,2017,219.31,0.48,16,0.53
MOLIBD2,Breast Cancer,China,2019,470.18,8.4,7,0.79
MOLA,Inflammatory Bowel Disease,US,2024,455.61,-3.78,23,0.64
MOLBC1,Psoriasis,China,2020,777.02,14.55,8,0.39
MOLA,Chronic Kidney Disease,Australia,2016,190.52,18.03,9,0.24
MOLD2,Asthma,Canada,2015,335.63,-1.3,15,0.84
MOLIBD3,Asthma,Brazil,2020,842.86,2.86,6,0.66
MOLDEP2,COPD,Japan,2020,165.03,15.5,12,0.58
MOLH1,Migraine,Brazil,2022,48.98,-3.4,13,0.32
MOLCKD3,Breast Cancer,India,2015,42.81,7.4,6,0.71
MOLHF2,Type 2 Diabetes,Global,2019,329.2,6.56,12,0.79
MOLHF2,Rheumatoid Arthritis,India,2015,245.13,18.35,15,0.34
MOLHF3,Type 2 Diabetes,Japan,2021,27.07,5.89,17,0.96
MOLLC3,Migraine,Global,2016,206.93,4.22,21,0.81
MOLDEP3,COPD,Canada,2019,348.72,19.53,6,0.44
MOL1,Migraine,Brazil,2023,765.67,0.16,7,0.84
MOLR2,Psoriasis,Canada,2019,353.71,6.42,8,0.98
MOLP2,Psoriasis,Brazil,2024,869.99,13.6,9,0.72
MOL1,Heart Failure,India,2019,78.25,4.23,22,0.67
MOLM3,Heart Failure,Australia,2016,426.39,-0.41,16,0.29
MOLY,Hypertension,China,2016,683.73,14.13,7,0.3
MOLP3,Depression,Global,2023,691.26,1.87,1,0.62
MOLBC2,Lung Cancer,Global,2021,731.51,-0.75,12,0.64
MOLY,Heart Failure,India,2022,21.34,-0.6,8,0.55
MOLP3,Migraine,Canada,2016,428.84,17.41,1,0.57
MOLR3,Psoriasis,Global,2022,274.84,2.97,20,0.7
MOLHF1,Asthma,India,2017,60.63,15.0,18,0.44
MOLRA2,Chronic Kidney Disease,Australia,2024,522.2,-2.86,23,0.69
MOLIBD1,COPD,Canada,2021,439.86,14.28,19,0.48
MOLDEP2,Respiratory,China,2022,521.08,-0.94,22,0.57
MOLD1,Hypertension,Global,2016,92.7,9.53,23,0.21
MOLCKD1,Migraine,Canada,2022,568.32,5.65,17,0.74
MOLX,Asthma,Japan,2015,848.54,-1.28,3,0.65
MOLCKD2,Psoriasis,China,2018,284.74,-2.28,23,0.36
MOLY,Asthma,Japan,2021,195.14,2.18,8,0.72
MOLCKD3,COPD,Global,2024,640.13,15.92,2,0.31
MOLP2,Depression,India,2023,187.11,10.31,21,0.38
MOLH1,Psoriasis,Canada,2024,997.26,-2.41,24,0.43
MOLD1,Breast Cancer,EU,2024,82.15,8.88,7,0.35
MOLBC3,Heart Failure,Global,2019,429.05,8.02,17,0.86
MOLH1,Psoriasis,Australia,2018,272.75,-0.05,6,0.93
MOLHF1,Hypertension,US,2015,766.76,3.51,5,0.96
MOLRA2,Chronic Kidney Disease,Japan,2020,861.67,17.66,10,0.97
MOLCKD2,COPD,China,2024,913.43,4.52,5,0.76
MOLR2,COPD,Japan,2017,181.34,14.49,15,0.58
MOLD2,Inflammatory Bowel Disease,Global,2021,398.18,4.54,15,0.73
MOLD1,COPD,China,2017,603.46,10.8,4,0.72
MOL2,Heart Failure,Australia,2020,914.39,5.75,9,0.32
MOLLC3,Osteoporosis,Global,2021,844.14,-2.25,22,0.84
MOLD3,Psoriasis,Global,2018,681.2,4.66,21,0.28
MOLP1,Chronic Kidney Disease,India,2016,931.57,1.87,9,0.83
MOLIBD1,Rheumatoid Arthritis,US,2019,101.88,13.78,12,0.58
MOLP3,Heart Failure,Brazil,2015,388.81,11.0,2,0.3
MOLA,Inflammatory Bowel Disease,US,2018,817.48,9.53,10,0.67
MOLDEP3,Osteoporosis,Japan,2023,832.93,0.02,16,0.51
MOLM3,Asthma,EU,2024,331.06,11.21,6,0.96
MOLH3,Chronic Kidney Disease,Canada,2024,649.78,-2.23,22,0.22
MOLRA3,Respiratory,US,2023,129.55,14.46,19,0.33
MOLIBD3,Rheumatoid Arthritis,Japan,2024,509.7,1.09,14,0.98
MOLCKD3,Respiratory,Canada,2016,444.08,-1.28,15,0.98
MOLO2,Rheumatoid Arthritis,Canada,2015,664.76,4.29,17,0.79
MOLO1,Asthma,India,2021,398.72,0.16,13,0.8
MOLX,Hypertension,Japan,2023,507.98,1.78,10,0.71
MOLRA1,Type 2 Diabetes,Brazil,2015,804.82,7.66,10,0.33
MOLM3,Rheumatoid Arthritis,Global,2024,169.32,-3.61,13,0.95
MOLH1,Depression,China,2024,863.17,12.11,12,0.74
MOLH1,Psoriasis,Japan,2020,437.47,15.11,5,0.5
MOLR2,Respiratory,Japan,2020,850.63,13.57,11,0.89
MOLLC3,Hypertension,EU,2015,98.01,18.95,8,0.67
MOLC,Heart Failure,US,2020,694.04,4.73,2,0.53
MOLRA1,Heart Failure,Japan,2017,557.59,15.79,7,0.6
MOLDEP3,Heart Failure,EU,2020,503.31,6.54,21,0.94
MOLH2,Breast Cancer,EU,2015,946.85,8.03,15,0.62
MOLO3,Respiratory,Canada,2016,347.44,4.73,5,0.49
MOLHF1,Chronic Kidney Disease,Global,2016,618.24,4.1,17,0.71
MOLR3,Migraine,Brazil,2024,506.08,6.94,18,0.67
MOLRA2,Osteoporosis,Global,2021,103.37,9.17,5,0.81
MOLBC3,Chronic Kidney Disease,China,2016,288.93,9.84,7,0.9
MOLRA3,Depression,Canada,2017,216.89,-3.22,21,0.86
MOLM2,Heart Failure,China,2022,846.71,11.68,18,0.9
MOLD2,Breast Cancer,Brazil,2023,404.48,1.96,10,0.24
MOLD1,Asthma,US,2024,515.52,15.74,16,0.97
MOLD1,Chronic Kidney Disease,Canada,2023,650.68,13.18,23,0.47
MOLCKD1,Hypertension,US,2023,491.59,-4.73,24,0.73
MOLO2,Asthma,US,2016,696.71,10.37,6,0.36
MOLO3,Rheumatoid Arthritis,China,2015,759.54,5.09,9,0.5
MOLO1,COPD,Japan,2019,175.8,8.18,10,0.54
MOLRA1,Psoriasis,Brazil,2018,505.84,1.3,3,0.9
MOLLC2,Chronic Kidney Disease,Japan,2019,852.36,0.33,15,0.41
MOLRA3,Lung Cancer,Australia,2020,337.91,2.58,11,0.44
MOLLC1,Lung Cancer,Canada,2017,634.19,12.04,7,0.43
MOLRA3,Rheumatoid Arthritis,EU,2024,201.57,7.0,13,0.87
MOLH3,Type 2 Diabetes,EU,2023,877.35,10.7,14,0.89
MOLCKD3,Rheumatoid Arthritis,Japan,2023,950.43,10.84,10,0.76
MOLM1,COPD,Global,2017,704.82,9.93,11,0.8
MOLC,Respiratory,China,2020,246.29,-1.25,19,0.81
MOLY,Chronic Kidney Disease,Australia,2020,806.15,15.93,3,0.25
MOLO2,Rheumatoid Arthritis,Brazil,2015,717.79,10.57,8,0.35
MOLIBD1,Chronic Kidney Disease,Brazil,2023,938.61,12.13,1,0.25
MOLD2,Chronic Kidney Disease,China,2015,683.36,-3.52,13,0.32
MOLRA1,Migraine,Japan,2024,180.22,14.56,23,0.57
MOLR2,Osteoporosis,China,2024,831.79,2.51,5,0.83
MOLHF2,COPD,India,2023,147.36,18.17,5,0.88
